customer_id,age,gender,city
192,71,Female,Delhi
193,57,Male,Pune
194,55,Male,Mumbai
195,59,Female,Delhi
196,73,Female,Delhi
197,21,Female,Pune
198,38,Male,Ahmedabad
199,38,Female,Pune
200,35,Female,Chennai
201,71,Male,Ahmedabad
202,19,Male,Hyderabad
203,32,Male,Kolkata
204,66,Male,Bangalore
205,30,Male,Delhi
206,33,Male,Ahmedabad
207,60,Male,Bangalore
208,47,Female,Hyderabad
209,28,Male,Delhi
210,37,Male,Kolkata
211,37,Female,Pune
212,63,Male,Mumbai
213,55,Male,Mumbai
214,62,Female,Mumbai
215,68,Male,Hyderabad
216,52,Female,Hyderabad
217,22,Female,Kolkata
218,72,Female,Ahmedabad
219,24,Female,Hyderabad
220,58,Female,Delhi
221,45,Male,Chennai
222,57,Female,Ahmedabad
223,45,Female,Hyderabad
224,72,Male,Mumbai
225,35,Female,Bangalore
226,66,Female,Pune
227,39,Male,Ahmedabad
228,72,Female,Delhi
229,49,Male,Hyderabad
230,69,Female,Hyderabad
231,35,Female,Kolkata
232,51,Male,Mumbai
233,33,Female,Ahmedabad
234,53,Male,Ahmedabad
235,59,Female,Ahmedabad
236,68,Male,Mumbai
237,36,Male,Pune
238,62,Male,Chennai
239,60,Female,Ahmedabad
240,53,Female,Pune
241,65,Female,Hyderabad
242,62,Female,Chennai
243,37,Female,Bangalore
244,25,Male,Hyderabad
245,25,Male,Bangalore
246,31,Female,Chennai
247,64,Female,Mumbai
248,71,Male,Chennai
249,32,Female,Delhi
250,37,Male,Delhi
251,35,Male,Kolkata
252,53,Female,Delhi
253,58,Female,Mumbai
254,73,Male,Chennai
255,48,Female,Ahmedabad
256,39,Male,Kolkata
257,34,Female,Mumbai
258,70,Male,Pune
259,49,Male,Kolkata
260,27,Male,Chennai
261,23,Male,Mumbai
262,53,Female,Bangalore
263,67,Female,Ahmedabad
264,46,Female,Pune
265,37,Male,Mumbai
266,66,Male,Bangalore
267,34,Male,Delhi
268,33,Male,Mumbai
269,28,Male,Pune
270,46,Female,Chennai
271,20,Male,Chennai
272,63,Female,Ahmedabad
273,22,Male,Chennai
274,68,Male,Pune
275,25,Male,Delhi
276,35,Male,Mumbai
277,21,Male,Chennai
278,56,Female,Ahmedabad
279,25,Female,Chennai
280,62,Female,Chennai
281,50,Female,Ahmedabad
282,23,Male,Pune
283,65,Female,Chennai
284,19,Male,Bangalore
285,61,Male,Chennai
286,54,Male,Delhi
287,48,Female,Chennai
288,29,Female,Ahmedabad
289,23,Female,Hyderabad
290,44,Female,Hyderabad
291,60,Male,Delhi
292,39,Female,Ahmedabad
293,36,Female,Kolkata
294,47,Male,Hyderabad
295,34,Female,Mumbai
296,67,Female,Kolkata
297,60,Female,Pune
298,21,Male,Hyderabad
299,57,Female,Ahmedabad
300,66,Male,Bangalore
301,35,Male,Chennai
302,46,Female,Mumbai
303,19,Male,Delhi
304,37,Male,Pune
305,23,Male,Mumbai
306,47,Male,Delhi
307,49,Female,Chennai
308,44,Female,Ahmedabad
309,33,Female,Delhi
310,42,Male,Delhi
311,73,Male,Chennai
312,67,Female,Hyderabad
313,68,Female,Kolkata
314,36,Female,Ahmedabad
315,73,Male,Ahmedabad
316,52,Female,Hyderabad
317,39,Female,Ahmedabad
318,38,Male,Bangalore
319,54,Female,Bangalore
320,72,Female,Kolkata
321,38,Female,Pune
322,42,Male,Ahmedabad
323,20,Male,Hyderabad
324,73,Male,Ahmedabad
325,24,Female,Kolkata
326,64,Male,Pune
327,73,Male,Mumbai
328,48,Female,Hyderabad
329,57,Female,Mumbai
330,72,Female,Pune
331,38,Female,Kolkata
332,57,Male,Bangalore
333,58,Female,Bangalore
334,65,Male,Pune
335,24,Male,Ahmedabad
336,28,Female,Kolkata
337,20,Female,Kolkata
338,36,Female,Hyderabad
339,45,Male,Bangalore
340,51,Female,Delhi
341,28,Male,Mumbai
342,57,Female,Bangalore
343,49,Male,Bangalore
344,47,Female,Ahmedabad
345,34,Male,Ahmedabad
346,75,Female,Delhi
347,22,Female,Hyderabad
348,55,Female,Pune
349,62,Female,Ahmedabad
350,72,Female,Bangalore
351,42,Female,Mumbai
352,33,Female,Hyderabad
353,54,Female,Chennai
354,19,Female,Chennai
355,18,Male,Ahmedabad
356,71,Female,Bangalore
357,56,Female,Bangalore
358,58,Male,Chennai
359,61,Male,Mumbai
360,75,Male,Chennai
361,68,Female,Kolkata
362,55,Female,Delhi
363,23,Female,Hyderabad
364,65,Female,Delhi
365,30,Male,Hyderabad
366,51,Female,Delhi
367,34,Female,Chennai
368,65,Female,Mumbai
369,47,Male,Delhi
370,66,Male,Pune
371,72,Female,Mumbai
372,68,Female,Kolkata
373,34,Male,Ahmedabad
374,41,Female,Pune
375,70,Female,Mumbai
376,61,Male,Ahmedabad
377,19,Female,Bangalore
378,59,Male,Ahmedabad
379,62,Female,Pune
380,25,Male,Kolkata
381,20,Female,Ahmedabad
382,25,Male,Bangalore
383,74,Male,Pune
384,47,Female,Pune
385,55,Male,Pune
386,59,Male,Ahmedabad
387,57,Female,Chennai
388,20,Female,Bangalore
389,46,Female,Bangalore
390,72,Female,Mumbai
391,61,Female,Hyderabad
392,21,Female,Chennai
393,30,Male,Ahmedabad
394,23,Male,Kolkata
395,21,Female,Bangalore
396,26,Male,Mumbai
397,71,Male,Bangalore
398,70,Male,Hyderabad
399,67,Male,Kolkata
400,35,Male,Delhi
401,52,Female,Delhi
402,25,Male,Delhi
403,18,Female,Bangalore
404,55,Female,Kolkata
405,29,Female,Kolkata
406,26,Female,Mumbai
407,65,Male,Ahmedabad
408,46,Female,Mumbai
409,46,Male,Kolkata
410,64,Female,Ahmedabad
411,59,Male,Kolkata
412,48,Female,Pune
413,61,Male,Ahmedabad
414,63,Female,Mumbai
415,75,Male,Hyderabad
416,56,Male,Mumbai
417,26,Female,Hyderabad
418,42,Female,Ahmedabad
419,50,Female,Mumbai
420,68,Male,Bangalore
421,45,Female,Bangalore
422,44,Female,Ahmedabad
423,43,Female,Mumbai
424,38,Female,Hyderabad
425,60,Female,Hyderabad
426,27,Female,Mumbai
427,23,Male,Mumbai
428,45,Male,Hyderabad
429,69,Male,Kolkata
430,55,Female,Mumbai
431,44,Female,Pune
432,73,Male,Chennai
433,56,Female,Hyderabad
434,24,Male,Delhi
435,60,Female,Bangalore
436,72,Male,Hyderabad
437,72,Female,Mumbai
438,66,Female,Bangalore
439,69,Female,Kolkata
440,56,Female,Kolkata
441,29,Female,Chennai
442,39,Female,Kolkata
443,29,Male,Pune
444,22,Male,Kolkata
445,23,Male,Pune
446,44,Female,Hyderabad
447,28,Female,Chennai
448,64,Female,Mumbai
449,74,Male,Delhi
450,28,Male,Mumbai
451,35,Female,Pune
452,49,Female,Pune
453,35,Male,Mumbai
454,40,Female,Mumbai
455,36,Female,Chennai
456,20,Male,Pune
457,56,Male,Kolkata
458,31,Female,Bangalore
459,67,Male,Chennai
460,36,Female,Mumbai
461,18,Female,Pune
462,29,Male,Pune
463,52,Male,Hyderabad
464,22,Female,Kolkata
465,45,Male,Ahmedabad
466,22,Female,Pune
467,54,Female,Pune
468,36,Male,Pune
469,19,Female,Delhi
470,69,Female,Hyderabad
471,23,Female,Mumbai
472,33,Female,Pune
473,51,Male,Pune
474,73,Female,Hyderabad
475,32,Female,Delhi
476,22,Male,Bangalore
477,75,Female,Hyderabad
478,64,Male,Bangalore
479,24,Male,Chennai
480,30,Male,Delhi
481,66,Male,Delhi
482,67,Female,Ahmedabad
483,66,Female,Hyderabad
484,73,Female,Delhi
485,46,Male,Ahmedabad
486,46,Female,Chennai
487,55,Male,Hyderabad
488,50,Male,Chennai
489,47,Female,Kolkata
490,21,Female,Chennai
491,22,Male,Pune
492,47,Male,Ahmedabad
493,69,Male,Hyderabad
494,56,Female,Delhi
495,21,Female,Mumbai
496,69,Female,Mumbai
497,50,Male,Kolkata
498,33,Female,Ahmedabad
499,51,Male,Hyderabad
500,41,Female,Pune
501,44,Female,Kolkata
502,68,Female,Mumbai
503,39,Male,Pune
504,36,Female,Delhi
505,39,Male,Delhi
506,40,Female,Pune
507,26,Male,Chennai
508,53,Female,Hyderabad
509,70,Male,Mumbai
510,59,Female,Hyderabad
511,19,Female,Chennai
512,29,Male,Hyderabad
513,67,Female,Bangalore
514,32,Male,Delhi
515,22,Female,Mumbai
516,50,Male,Hyderabad
517,74,Male,Pune
518,27,Male,Delhi
519,71,Male,Ahmedabad
520,20,Female,Hyderabad
521,61,Male,Ahmedabad
522,57,Female,Ahmedabad
523,32,Male,Chennai
524,69,Female,Bangalore
525,41,Female,Ahmedabad
526,67,Female,Pune
527,50,Female,Delhi
528,70,Male,Delhi
529,73,Female,Kolkata
530,59,Female,Hyderabad
531,53,Male,Mumbai
532,36,Male,Delhi
533,35,Female,Delhi
534,71,Female,Mumbai
535,32,Female,Hyderabad
536,19,Female,Kolkata
537,43,Female,Bangalore
538,42,Male,Hyderabad
539,32,Male,Hyderabad
540,24,Female,Delhi
541,26,Male,Chennai
542,71,Female,Delhi
543,66,Female,Ahmedabad
544,57,Male,Mumbai
545,19,Female,Bangalore
546,71,Male,Pune
547,25,Female,Bangalore
548,37,Male,Kolkata
549,33,Female,Ahmedabad
550,22,Male,Ahmedabad
551,56,Male,Bangalore
552,63,Male,Chennai
553,45,Male,Hyderabad
554,33,Female,Delhi
555,60,Male,Hyderabad
556,22,Male,Pune
557,73,Female,Kolkata
558,58,Female,Hyderabad
559,34,Male,Hyderabad
560,68,Male,Hyderabad
561,33,Male,Hyderabad
562,26,Male,Hyderabad
563,52,Female,Delhi
564,71,Female,Ahmedabad
565,58,Male,Delhi
566,22,Female,Kolkata
567,36,Male,Kolkata
568,68,Male,Kolkata
569,38,Female,Pune
570,70,Female,Chennai
571,20,Male,Chennai
572,40,Male,Hyderabad
573,35,Male,Hyderabad
574,45,Female,Ahmedabad
575,75,Female,Hyderabad
576,29,Female,Ahmedabad
577,41,Female,Mumbai
578,64,Female,Mumbai
579,45,Male,Chennai
580,38,Male,Mumbai
581,38,Female,Chennai
582,46,Female,Delhi
583,62,Female,Hyderabad
584,46,Male,Hyderabad
585,57,Female,Chennai
586,58,Male,Mumbai
587,60,Female,Hyderabad
588,50,Male,Kolkata
589,27,Female,Kolkata
590,26,Male,Bangalore
591,67,Female,Hyderabad
592,42,Male,Delhi
593,61,Female,Hyderabad
594,41,Female,Mumbai
595,54,Male,Hyderabad
596,43,Female,Chennai
597,33,Male,Kolkata
598,65,Male,Ahmedabad
599,51,Female,Mumbai
600,34,Female,Ahmedabad
601,31,Female,Ahmedabad
602,30,Male,Delhi
603,72,Male,Ahmedabad
604,29,Female,Mumbai
605,69,Female,Hyderabad
606,63,Male,Chennai
607,75,Female,Delhi
608,63,Male,Hyderabad
609,50,Male,Mumbai
610,30,Male,Bangalore
611,68,Female,Kolkata
612,41,Female,Ahmedabad
613,69,Male,Mumbai
614,22,Female,Pune
615,63,Female,Pune
616,67,Female,Mumbai
617,26,Female,Mumbai
618,46,Female,Hyderabad
619,26,Male,Delhi
620,45,Male,Mumbai
621,51,Male,Chennai
622,28,Male,Hyderabad
623,63,Male,Hyderabad
624,51,Female,Mumbai
625,34,Male,Chennai
626,26,Female,Mumbai
627,50,Male,Delhi
628,28,Female,Kolkata
629,70,Male,Mumbai
630,20,Female,Bangalore
631,67,Female,Kolkata
632,49,Female,Chennai
633,48,Male,Pune
634,37,Female,Mumbai
635,62,Male,Delhi
636,46,Female,Ahmedabad
637,47,Male,Hyderabad
638,56,Male,Hyderabad
639,73,Female,Hyderabad
640,43,Male,Hyderabad
641,50,Male,Hyderabad
642,33,Female,Mumbai
643,35,Female,Bangalore
644,27,Male,Kolkata
645,36,Female,Pune
646,33,Male,Hyderabad
647,54,Female,Bangalore
648,66,Male,Ahmedabad
649,50,Female,Ahmedabad
650,74,Female,Ahmedabad
651,19,Male,Pune
652,50,Female,Bangalore
653,31,Female,Kolkata
654,21,Female,Ahmedabad
655,56,Female,Chennai
656,52,Male,Mumbai
657,45,Male,Chennai
658,64,Female,Pune
659,41,Male,Pune
660,21,Male,Hyderabad
661,53,Female,Mumbai
662,42,Female,Chennai
663,70,Male,Delhi
664,24,Female,Hyderabad
665,68,Female,Hyderabad
666,66,Male,Bangalore
667,56,Female,Kolkata
668,20,Male,Delhi
669,63,Female,Ahmedabad
670,51,Female,Delhi
671,56,Male,Hyderabad
672,57,Female,Delhi
673,43,Female,Hyderabad
674,50,Female,Chennai
675,48,Male,Hyderabad
676,39,Male,Pune
677,55,Female,Kolkata
678,56,Female,Chennai
679,59,Male,Kolkata
680,55,Female,Delhi
681,51,Female,Delhi
682,70,Male,Kolkata
683,54,Male,Bangalore
684,19,Female,Hyderabad
685,44,Male,Pune
686,62,Male,Pune
687,50,Female,Kolkata
688,63,Male,Bangalore
689,53,Female,Ahmedabad
690,51,Female,Hyderabad
691,29,Female,Hyderabad
692,52,Female,Chennai
693,57,Female,Bangalore
694,33,Female,Chennai
695,32,Female,Chennai
696,63,Male,Ahmedabad
697,38,Female,Hyderabad
698,53,Female,Chennai
699,25,Female,Pune
700,70,Female,Delhi
701,36,Male,Chennai
702,63,Male,Hyderabad
703,46,Female,Ahmedabad
704,31,Male,Chennai
705,53,Female,Delhi
706,24,Male,Bangalore
707,21,Male,Bangalore
708,21,Male,Pune
709,39,Female,Mumbai
710,61,Male,Kolkata
711,53,Male,Pune
712,59,Female,Ahmedabad
713,59,Male,Chennai
714,38,Female,Kolkata
715,67,Male,Bangalore
716,52,Male,Delhi
717,44,Male,Kolkata
718,71,Female,Ahmedabad
719,29,Female,Kolkata
720,18,Female,Mumbai
721,39,Female,Ahmedabad
722,59,Female,Delhi
723,72,Female,Chennai
724,30,Male,Hyderabad
725,28,Female,Chennai
726,63,Male,Kolkata
727,65,Female,Chennai
728,54,Male,Delhi
729,57,Female,Pune
730,50,Female,Mumbai
731,43,Male,Delhi
732,26,Female,Hyderabad
733,33,Male,Chennai
734,42,Male,Ahmedabad
735,66,Female,Hyderabad
736,37,Male,Chennai
737,59,Female,Bangalore
738,21,Male,Ahmedabad
739,37,Male,Pune
740,61,Female,Mumbai
741,58,Female,Hyderabad
742,57,Male,Bangalore
743,26,Female,Delhi
744,47,Female,Pune
745,62,Female,Bangalore
746,66,Male,Mumbai
747,51,Female,Hyderabad
748,22,Male,Kolkata
749,71,Male,Delhi
750,28,Female,Ahmedabad
751,25,Male,Ahmedabad
752,23,Female,Kolkata
753,47,Male,Pune
754,47,Male,Ahmedabad
755,61,Female,Kolkata
756,43,Female,Kolkata
757,65,Male,Mumbai
758,20,Female,Hyderabad
759,62,Male,Kolkata
760,75,Male,Ahmedabad
761,20,Female,Pune
762,29,Male,Pune
763,41,Female,Ahmedabad
764,73,Female,Pune
765,23,Male,Hyderabad
766,25,Male,Pune
767,51,Male,Bangalore
768,71,Male,Kolkata
769,37,Female,Pune
770,52,Female,Bangalore
771,33,Female,Hyderabad
772,27,Female,Bangalore
773,74,Male,Kolkata
774,69,Female,Kolkata
775,33,Male,Mumbai
776,24,Male,Ahmedabad
777,56,Male,Bangalore
778,65,Male,Pune
779,46,Male,Bangalore
780,66,Male,Delhi
781,50,Female,Bangalore
782,70,Female,Hyderabad
783,33,Female,Delhi
784,60,Male,Pune
785,37,Female,Kolkata
786,53,Male,Pune
787,53,Female,Kolkata
788,40,Female,Hyderabad
789,62,Female,Pune
790,27,Female,Pune
791,29,Female,Bangalore
792,72,Male,Chennai
793,72,Male,Ahmedabad
794,21,Female,Pune
795,53,Male,Pune
796,33,Female,Bangalore
797,39,Male,Ahmedabad
798,72,Female,Mumbai
799,52,Male,Kolkata
800,35,Female,Kolkata
801,73,Male,Bangalore
802,69,Male,Ahmedabad
803,31,Female,Chennai
804,18,Male,Bangalore
805,65,Male,Ahmedabad
806,33,Male,Pune
807,33,Female,Chennai
808,42,Female,Hyderabad
809,37,Female,Hyderabad
810,50,Female,Ahmedabad
811,24,Female,Hyderabad
812,31,Female,Hyderabad
813,44,Male,Bangalore
814,65,Male,Kolkata
815,34,Female,Chennai
816,27,Male,Hyderabad
817,32,Female,Bangalore
818,49,Female,Chennai
819,66,Female,Ahmedabad
820,47,Male,Hyderabad
821,28,Male,Ahmedabad
822,29,Male,Kolkata
823,71,Male,Kolkata
824,66,Male,Pune
825,26,Male,Mumbai
826,63,Male,Kolkata
827,31,Female,Hyderabad
828,21,Female,Ahmedabad
829,19,Male,Pune
830,18,Male,Chennai
831,52,Female,Kolkata
832,50,Female,Delhi
833,24,Male,Delhi
834,33,Male,Chennai
835,70,Female,Chennai
836,68,Female,Mumbai
837,41,Female,Ahmedabad
838,54,Male,Bangalore
839,37,Male,Kolkata
840,23,Female,Pune
841,42,Female,Kolkata
842,58,Male,Delhi
843,23,Female,Pune
844,59,Female,Mumbai
845,75,Male,Bangalore
846,31,Female,Chennai
847,20,Male,Chennai
848,75,Male,Delhi
849,72,Female,Kolkata
850,31,Male,Pune
851,22,Female,Delhi
852,54,Male,Pune
853,61,Female,Pune
854,66,Male,Mumbai
855,50,Female,Kolkata
856,24,Female,Bangalore
857,71,Male,Hyderabad
858,56,Female,Hyderabad
859,19,Female,Ahmedabad
860,49,Male,Hyderabad
861,53,Female,Pune
862,29,Female,Mumbai
863,67,Female,Bangalore
864,63,Male,Mumbai
865,35,Male,Pune
866,63,Male,Pune
867,38,Female,Mumbai
868,23,Male,Chennai
869,46,Female,Chennai
870,24,Male,Mumbai
871,29,Female,Ahmedabad
872,53,Female,Mumbai
873,19,Male,Hyderabad
874,53,Male,Hyderabad
875,73,Female,Kolkata
876,36,Female,Pune
877,67,Male,Bangalore
878,54,Male,Pune
879,28,Male,Chennai
880,37,Female,Ahmedabad
881,27,Male,Delhi
882,45,Female,Pune
883,37,Female,Mumbai
884,41,Female,Bangalore
885,64,Female,Bangalore
886,47,Male,Delhi
887,37,Male,Pune
888,39,Female,Hyderabad
889,46,Female,Pune
890,70,Male,Chennai
891,38,Male,Ahmedabad
892,38,Male,Pune
893,38,Female,Ahmedabad
894,54,Male,Hyderabad
895,42,Female,Pune
896,41,Male,Bangalore
897,55,Male,Kolkata
898,64,Female,Bangalore
899,46,Female,Mumbai
900,70,Female,Ahmedabad
901,26,Female,Bangalore
902,34,Male,Pune
903,68,Female,Mumbai
904,46,Female,Pune
905,52,Female,Kolkata
906,68,Female,Mumbai
907,24,Male,Hyderabad
908,28,Male,Pune
909,66,Female,Pune
910,24,Male,Mumbai
911,34,Male,Bangalore
912,46,Female,Pune
913,47,Male,Hyderabad
914,19,Female,Mumbai
915,36,Female,Mumbai
916,25,Male,Hyderabad
917,37,Female,Ahmedabad
918,68,Male,Ahmedabad
919,40,Female,Mumbai
920,46,Female,Hyderabad
921,22,Female,Kolkata
922,69,Male,Kolkata
923,72,Female,Mumbai
924,61,Male,Bangalore
925,51,Male,Delhi
926,39,Female,Ahmedabad
927,32,Female,Delhi
928,29,Female,Pune
929,19,Male,Ahmedabad
930,55,Female,Pune
931,18,Male,Bangalore
932,35,Male,Mumbai
933,69,Male,Hyderabad
934,38,Male,Ahmedabad
935,25,Female,Ahmedabad
936,51,Female,Pune
937,57,Female,Mumbai
938,40,Female,Ahmedabad
939,57,Male,Chennai
940,57,Male,Delhi
941,38,Male,Bangalore
942,37,Male,Delhi
943,41,Male,Pune
944,44,Male,Pune
945,45,Male,Ahmedabad
946,58,Male,Delhi
947,49,Female,Delhi
948,29,Female,Ahmedabad
949,57,Male,Hyderabad
950,18,Female,Delhi
951,30,Female,Ahmedabad
952,44,Female,Pune
953,63,Female,Ahmedabad
954,28,Male,Kolkata
955,68,Male,Chennai
956,20,Female,Bangalore
957,52,Female,Delhi
958,67,Female,Ahmedabad
959,53,Male,Mumbai
960,35,Female,Kolkata
961,66,Female,Bangalore
962,45,Male,Bangalore
963,37,Male,Ahmedabad
964,34,Female,Mumbai
965,46,Male,Bangalore
966,31,Female,Pune
967,28,Male,Bangalore
968,70,Male,Kolkata
969,54,Female,Chennai
970,56,Male,Hyderabad
971,63,Female,Chennai
972,54,Female,Mumbai
973,26,Female,Kolkata
974,35,Male,Delhi
975,33,Male,Hyderabad
976,71,Male,Pune
977,49,Male,Chennai
978,58,Female,Pune
979,46,Male,Mumbai
980,43,Female,Hyderabad
981,47,Female,Hyderabad
982,55,Male,Mumbai
983,64,Female,Hyderabad
984,72,Male,Pune
985,31,Female,Bangalore
986,49,Female,Hyderabad
987,71,Female,Hyderabad
988,53,Male,Ahmedabad
989,68,Female,Kolkata
990,20,Male,Ahmedabad
991,19,Male,Delhi
992,46,Female,Kolkata
993,45,Male,Delhi
994,74,Female,Delhi
995,73,Female,Mumbai
996,59,Female,Chennai
997,23,Female,Delhi
998,21,Female,Chennai
999,64,Male,Pune
1000,59,Male,Mumbai
